vendor,series,target_config,device_type,classification_status,capability_status,capability_reason,flash_drivers,flash_banks,include_graph,openocd_distribution,openocd_commit,validation_status
NXP,LPC40,tcl/target/lpc40xx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""lpc2000""]","[{""declaration_file"":""tcl/target/lpc1xxx.cfg"",""bank"":""$_FLASHNAME"",""driver"":""lpc2000"",""base"":""0x0""}]","[""tcl/target/lpc40xx.cfg"",""tcl/target/lpc1xxx.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
NXP,LPC43,tcl/target/lpc4357.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""lpc2000""]","[{""declaration_file"":""tcl/target/lpc4357.cfg"",""bank"":""$_CHIPNAME.flasha"",""driver"":""lpc2000"",""base"":""0x1A000000""},{""declaration_file"":""tcl/target/lpc4357.cfg"",""bank"":""$_CHIPNAME.flashb"",""driver"":""lpc2000"",""base"":""0x1B000000""}]","[""tcl/target/lpc4357.cfg"",""tcl/target/lpc4350.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
NXP,LPC8NXX,tcl/target/lpc8nxx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""lpc2000""]","[{""declaration_file"":""tcl/target/lpc8nxx.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""lpc2000"",""base"":""0x0""}]","[""tcl/target/lpc8nxx.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
NXP,LPC8XX,tcl/target/lpc8xx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""lpc2000""]","[{""declaration_file"":""tcl/target/lpc1xxx.cfg"",""bank"":""$_FLASHNAME"",""driver"":""lpc2000"",""base"":""0x0""}]","[""tcl/target/lpc8xx.cfg"",""tcl/target/lpc1xxx.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
NXP,NHS31XX,tcl/target/nhs31xx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""lpc2000""]","[{""declaration_file"":""tcl/target/lpc8nxx.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""lpc2000"",""base"":""0x0""}]","[""tcl/target/nhs31xx.cfg"",""tcl/target/lpc8nxx.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
NXP,S32K,tcl/target/s32k.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""kinetis""]","[{""declaration_file"":""tcl/target/s32k.cfg"",""bank"":""$_FLASHNAME"",""driver"":""kinetis"",""base"":""0""}]","[""tcl/target/s32k.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Nuvoton,NPCX,tcl/target/npcx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""npcx""]","[{""declaration_file"":""tcl/target/npcx.cfg"",""bank"":""$_FLASHNAME"",""driver"":""npcx"",""base"":""0x64000000""}]","[""tcl/target/npcx.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Nuvoton,NUMICRO,tcl/target/numicro_m4.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""numicro""]","[{""declaration_file"":""tcl/target/numicro_m4.cfg"",""bank"":""$_FLASHNAME"",""driver"":""numicro"",""base"":""0x00000000""},{""declaration_file"":""tcl/target/numicro_m4.cfg"",""bank"":""$_FLASHNAME"",""driver"":""numicro"",""base"":""0x0001F000""},{""declaration_file"":""tcl/target/numicro_m4.cfg"",""bank"":""$_FLASHNAME"",""driver"":""numicro"",""base"":""0x00100000""},{""declaration_file"":""tcl/target/numicro_m4.cfg"",""bank"":""$_FLASHNAME"",""driver"":""numicro"",""base"":""0x00300000""}]","[""tcl/target/numicro_m4.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Raspberry Pi,RP2040,tcl/target/rp2040.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""rp2xxx"",""virtual""]","[{""declaration_file"":""tcl/target/rp2040.cfg"",""bank"":""$_FLASHNAME"",""driver"":""rp2xxx"",""base"":""0x10000000""},{""declaration_file"":""tcl/target/rp2040.cfg"",""bank"":""$_CHIPNAME.alias"",""driver"":""virtual"",""base"":""0x10000000""}]","[""tcl/target/rp2040.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Raspberry Pi,RP2350,tcl/target/rp2350.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""rp2xxx"",""virtual""]","[{""declaration_file"":""tcl/target/rp2350.cfg"",""bank"":""$_FLASHNAME"",""driver"":""rp2xxx"",""base"":""0x10000000""},{""declaration_file"":""tcl/target/rp2350.cfg"",""bank"":""$_CHIPNAME.alias"",""driver"":""virtual"",""base"":""0x10000000""}]","[""tcl/target/rp2350.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,BLUENRG-X,tcl/target/bluenrg-x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""bluenrg-x""]","[{""declaration_file"":""tcl/target/bluenrg-x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""bluenrg-x"",""base"":""0""}]","[""tcl/target/bluenrg-x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32H7,tcl/target/stm32h7rsx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32h7x""]","[{""declaration_file"":""tcl/target/stm32h7rsx.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stm32h7x"",""base"":""0x08000000""}]","[""tcl/target/stm32h7rsx.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32H7,tcl/target/stm32h7x_dual_bank.cfg,MCU,Auto-classified,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""stm32h7x"",""stmqspi""]","[{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_CHIPNAME.bank1.cpu0"",""driver"":""stm32h7x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_CHIPNAME.bank2.cpu0"",""driver"":""stm32h7x"",""base"":""0x08100000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_CHIPNAME.bank1.cpu1"",""driver"":""stm32h7x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_CHIPNAME.bank2.cpu1"",""driver"":""stm32h7x"",""base"":""0x08100000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_QSPINAME"",""driver"":""stmqspi"",""base"":""0x90000000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_OCTOSPINAME1"",""driver"":""stmqspi"",""base"":""0x90000000""},{""declaration_file"":""tcl/target/stm32h7x.cfg"",""bank"":""$_OCTOSPINAME2"",""driver"":""stmqspi"",""base"":""0x70000000""}]","[""tcl/target/stm32h7x_dual_bank.cfg"",""tcl/target/stm32h7x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32L0,tcl/target/stm32l0_dual_bank.cfg,MCU,Auto-classified,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""stm32lx""]","[{""declaration_file"":""tcl/target/stm32l0_dual_bank.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32lx"",""base"":""0""},{""declaration_file"":""tcl/target/stm32l0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32lx"",""base"":""0x08000000""}]","[""tcl/target/stm32l0_dual_bank.cfg"",""tcl/target/stm32l0.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32L1,tcl/target/stm32l1x_dual_bank.cfg,MCU,Auto-classified,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""stm32lx""]","[{""declaration_file"":""tcl/target/stm32l1x_dual_bank.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32lx"",""base"":""0""},{""declaration_file"":""tcl/target/stm32l1.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32lx"",""base"":""0x08000000""}]","[""tcl/target/stm32l1x_dual_bank.cfg"",""tcl/target/stm32l1.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32W108,tcl/target/stm32w108xx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""em357""]","[{""declaration_file"":""tcl/target/stm32w108xx.cfg"",""bank"":""$_FLASHNAME"",""driver"":""em357"",""base"":""0x08000000""}]","[""tcl/target/stm32w108xx.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32WBA2X,tcl/target/stm32wba2x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32wba2x.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wba2x.cfg"",""bank"":""$_CHIPNAME.otp"",""driver"":""stm32l4x"",""base"":""0x0bf8d000""}]","[""tcl/target/stm32wba2x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32WBA5X,tcl/target/stm32wba5x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32wba5x.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wba5x.cfg"",""bank"":""$_CHIPNAME.otp"",""driver"":""stm32l4x"",""base"":""0x0bf90000""}]","[""tcl/target/stm32wba5x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32WBA6X,tcl/target/stm32wba6x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32wba6x.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wba6x.cfg"",""bank"":""$_CHIPNAME.otp"",""driver"":""stm32l4x"",""base"":""0x0bfa0000""}]","[""tcl/target/stm32wba6x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32WBX,tcl/target/stm32wbx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32wbx.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wbx.cfg"",""bank"":""$_CHIPNAME.otp"",""driver"":""stm32l4x"",""base"":""0x1fff7000""}]","[""tcl/target/stm32wbx.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32WLX,tcl/target/stm32wlx.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32wlx.cfg"",""bank"":""$_CHIPNAME.flash.cpu0"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wlx.cfg"",""bank"":""$_CHIPNAME.otp.cpu0"",""driver"":""stm32l4x"",""base"":""0x1fff7000""},{""declaration_file"":""tcl/target/stm32wlx.cfg"",""bank"":""$_CHIPNAME.flash.cpu1"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32wlx.cfg"",""bank"":""$_CHIPNAME.otp.cpu1"",""driver"":""stm32l4x"",""base"":""0x1fff7000""}]","[""tcl/target/stm32wlx.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32X5,tcl/target/stm32x5x_common.cfg,MCU,Internal/helper,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""stm32l4x""]","[{""declaration_file"":""tcl/target/stm32x5x_common.cfg"",""bank"":""$_CHIPNAME.flash_ns"",""driver"":""stm32l4x"",""base"":""0x08000000""},{""declaration_file"":""tcl/target/stm32x5x_common.cfg"",""bank"":""$_CHIPNAME.flash_alias_s"",""driver"":""stm32l4x"",""base"":""0x0C000000""},{""declaration_file"":""tcl/target/stm32x5x_common.cfg"",""bank"":""$_CHIPNAME.otp"",""driver"":""stm32l4x"",""base"":""0x0BFA0000""}]","[""tcl/target/stm32x5x_common.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STM32XL,tcl/target/stm32xl.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f1x""]","[{""declaration_file"":""tcl/target/stm32xl.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0x08080000""},{""declaration_file"":""tcl/target/stm32f1x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0x08000000""}]","[""tcl/target/stm32xl.cfg"",""tcl/target/stm32f1x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STR710,tcl/target/str710.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""str7x""]","[{""declaration_file"":""tcl/target/str710.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str7x"",""base"":""0x40000000""},{""declaration_file"":""tcl/target/str710.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str7x"",""base"":""0x400C0000""}]","[""tcl/target/str710.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STR730,tcl/target/str730.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""str7x""]","[{""declaration_file"":""tcl/target/str730.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str7x"",""base"":""0x80000000""}]","[""tcl/target/str730.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STR750,tcl/target/str750.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stmsmi"",""str7x""]","[{""declaration_file"":""tcl/target/str750.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str7x"",""base"":""0x20000000""},{""declaration_file"":""tcl/target/str750.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str7x"",""base"":""0x200C0000""},{""declaration_file"":""tcl/target/str750.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stmsmi"",""base"":""0x80000000""}]","[""tcl/target/str750.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
STMicroelectronics,STR912,tcl/target/str912.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""str9x""]","[{""declaration_file"":""tcl/target/str912.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str9x"",""base"":""0x00000000""},{""declaration_file"":""tcl/target/str912.cfg"",""bank"":""$_FLASHNAME"",""driver"":""str9x"",""base"":""0x00080000""}]","[""tcl/target/str912.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Silicon Labs,EM357,tcl/target/em357.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""em357""]","[{""declaration_file"":""tcl/target/em357.cfg"",""bank"":""$_FLASHNAME"",""driver"":""em357"",""base"":""0x08000000""}]","[""tcl/target/em357.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Silicon Labs,EM358,tcl/target/em358.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""em357""]","[{""declaration_file"":""tcl/target/em357.cfg"",""bank"":""$_FLASHNAME"",""driver"":""em357"",""base"":""0x08000000""}]","[""tcl/target/em358.cfg"",""tcl/target/em357.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Silicon Labs,SERIES0,tcl/target/silabs/series0.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""efm32""]","[{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""efm32"",""base"":""0""},{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""userdata.flash"",""driver"":""efm32"",""base"":""0x0FE00000""},{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""lockbits.flash"",""driver"":""efm32"",""base"":""0x0FE04000""}]","[""tcl/target/silabs/series0.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Silicon Labs,SERIES2,tcl/target/silabs/series2.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""efm32""]","[{""declaration_file"":""tcl/target/silabs/series2.cfg"",""bank"":""$_FLASHNAME"",""driver"":""efm32"",""base"":""$_FLASHBASE""},{""declaration_file"":""tcl/target/silabs/series2.cfg"",""bank"":""userdata.flash"",""driver"":""efm32"",""base"":""0x0FE00000""}]","[""tcl/target/silabs/series2.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Silicon Labs,SIM3X,tcl/target/sim3x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""sim3x""]","[{""declaration_file"":""tcl/target/sim3x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""sim3x"",""base"":""0""}]","[""tcl/target/sim3x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC13,tcl/target/ti/cc13x0.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc26xx""]","[{""declaration_file"":""tcl/target/ti/cc26x0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc26xx"",""base"":""0""}]","[""tcl/target/ti/cc13x0.cfg"",""tcl/target/ti/cc26x0.cfg"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cjtag.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC13,tcl/target/ti/cc13x2.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc26xx""]","[{""declaration_file"":""tcl/target/ti/cc26x0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc26xx"",""base"":""0""}]","[""tcl/target/ti/cc13x2.cfg"",""tcl/target/ti/cc26x0.cfg"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cjtag.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC26,tcl/target/ti/cc26x0.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc26xx""]","[{""declaration_file"":""tcl/target/ti/cc26x0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc26xx"",""base"":""0""}]","[""tcl/target/ti/cc26x0.cfg"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cjtag.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC26,tcl/target/ti/cc26x2.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc26xx""]","[{""declaration_file"":""tcl/target/ti/cc26x0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc26xx"",""base"":""0""}]","[""tcl/target/ti/cc26x2.cfg"",""tcl/target/ti/cc26x0.cfg"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cjtag.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC26,tcl/target/ti/cc26x2x7.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc26xx""]","[{""declaration_file"":""tcl/target/ti/cc26x0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc26xx"",""base"":""0""}]","[""tcl/target/ti/cc26x2x7.cfg"",""tcl/target/ti/cc26x0.cfg"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cjtag.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,CC3220,tcl/target/ti/cc3220sf.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""cc3220sf""]","[{""declaration_file"":""tcl/target/ti/cc3220sf.cfg"",""bank"":""$_FLASHNAME"",""driver"":""cc3220sf"",""base"":""0""}]","[""tcl/target/ti/cc3220sf.cfg"",""tcl/target/swj-dp.tcl"",""tcl/target/ti/icepick.cfg"",""tcl/target/ti/cc32xx.cfg""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Texas Instruments,STELLARIS,tcl/target/ti/stellaris.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stellaris""]","[{""declaration_file"":""tcl/target/ti/stellaris.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""stellaris"",""base"":""0""}]","[""tcl/target/ti/stellaris.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl"",""tcl/chip/ti/lm3s/lm3s.tcl"",""tcl/chip/ti/lm3s/lm3s_regs.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
XMOS,XMOS XS1-XAU8A-10,tcl/target/xmos_xs1-xau8a-10_arm.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""efm32""]","[{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""$_FLASHNAME"",""driver"":""efm32"",""base"":""0""},{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""userdata.flash"",""driver"":""efm32"",""base"":""0x0FE00000""},{""declaration_file"":""tcl/target/silabs/series0.cfg"",""bank"":""lockbits.flash"",""driver"":""efm32"",""base"":""0x0FE04000""}]","[""tcl/target/xmos_xs1-xau8a-10_arm.cfg"",""tcl/target/efm32.cfg"",""tcl/target/silabs/series0.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
