vendor,part_number,identifier_kind,cpu_architectures,target_config,openocd_distribution,mapping_status,validation_status,catalog_origin
STMicroelectronics,STM32F100VC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F100VD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F100VE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F100ZC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F100ZD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F100ZE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101C4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101C6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101C8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101CB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101R4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101R6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101R8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101RG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101T4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101T6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101T8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101TB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101V8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101VG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101ZC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101ZD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101ZE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101ZF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F101ZG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102C4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102C6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102C8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102CB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102R4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102R6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102R8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F102RB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103C4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103C6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103C8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103CB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103R4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103R6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103R8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103RG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103T4,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103T6,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103T8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103TB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103V8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103VG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103ZC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103ZD,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103ZE,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103ZF,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F103ZG,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105R8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105RB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105RC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105V8,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105VB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F105VC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F107RB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F107RC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F107VB,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F107VC,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/stm32f1x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RBTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RCTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205REYx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RGEx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205RGYx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205VBTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205VCTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205VETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205VFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205VGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205ZCTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205ZETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205ZFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F205ZGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ICHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ICTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IEHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IFHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IGHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207IGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207VCTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207VETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207VFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207VGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ZCTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ZETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ZFTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F207ZGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215RETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215RGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215VETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215VGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215ZETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F215ZGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217IEHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217IETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217IGHx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217IGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217VETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217VGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217ZETx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F217ZGTx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f2x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301C6Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301C8Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301C8Yx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301K6Ux,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301K8Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301K8Ux,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301R6Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F301R8Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
STMicroelectronics,STM32F302C6Tx,ordering_pattern,"[""ARM Cortex-M""]",tcl/target/stm32f3x.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_top5_mapped.csv
